0.0 0.0 0.0
0.025 -0.0377389664965 -0.157080815438
0.05 -0.0421774784992 -0.197909425904
0.075 -0.0448672085284 -0.226549738568
0.1 -0.0468118399979 -0.24935025167
0.125 -0.0483386836716 -0.268604416082
0.15 -0.0495970435047 -0.28543478447
0.175 -0.0506679145793 -0.300484790066
0.2 -0.0516002699951 -0.314161630875
0.225 -0.0524260258264 -0.326741263103
0.25 -0.0531671607559 -0.338420357917
0.275 -0.05383946479 -0.349344606143
0.3 -0.0544546693365 -0.359625293326
0.325 -0.0550217318073 -0.369349570114
0.35 -0.055547648367 -0.378587112177
0.375 -0.0560379888412 -0.387394603678
0.4 -0.0564972606099 -0.395818851809
0.425 -0.0569291632296 -0.40389900898
0.45 -0.0573367709757 -0.411668195253
0.475 -0.0577226665055 -0.419154706896
0.5 -0.0580890405672 -0.426382932653
0.525 -0.0584377676158 -0.433374059356
0.55 -0.0587704640069 -0.440146622947
0.575 -0.0590885333787 -0.446716944191
0.6 -0.0593932024666 -0.453099477137
0.625 -0.0596535371958 -0.459307090672
0.65 -0.0599355122737 -0.465351298156
0.675 -0.0602080567286 -0.471242446313
0.7 -0.0604718029425 -0.476989871851
0.725 -0.0607273208345 -0.482602032261
0.75 -0.0609751258907 -0.488086615789
0.775 -0.0612156859371 -0.493450634477
0.8 -0.0614494268856 -0.498700503339
0.825 -0.0616767376352 -0.5038421081
0.85 -0.0618979742735 -0.508880863446
0.875 -0.0621134636954 -0.513821763355
0.9 -0.062323506734 -0.518669424772
0.925 -0.0625283808803 -0.523428125675
0.95 -0.0627283426563 -0.528101838381
0.975 -0.062923629691 -0.53269425879
